date	source	title	textfile	text	para_n	about_ineq_pred	about_billion_pred	about_wt_pred	about_wt_manual
2019-06-28	The Washington Post (Online)	Be very skeptical about how much revenue Elizabeth Warren’s wealth tax could generate	txt-opeds/2248856154.xml.txt	Saez and Zucman are at pains to suggest that their proposal is for a ramped-up Internal Revenue Service that is much more serious about collections than the current estate tax. We share their view that more could be done to collect estate tax revenue (and tax revenue more generally). And we certainly do not start from ""the premise that the rich cannot be taxed,"" as Saez and Zucman allege. Instead, we share their objective that it is imperative to raise more tax revenue from those at the very top, and we propose a variety of progressive reforms to this end.	6	TRUE	FALSE	TRUE	FALSE
2019-06-28	The Washington Post (Online)	Be very skeptical about how much revenue Elizabeth Warren’s wealth tax could generate	txt-opeds/2248856154.xml.txt	However, government budget scorekeepers properly score proposals in the form in which they would likely be enacted, not on the basis of the aspirations of their academic authors. So, we stand by our position — which will possibly be tested someday — that official scorekeepers would be very unlikely to validate the Saez-Zucman estimate of Warren's proposed wealth tax, and that the gap would likely be substantial.	7	TRUE	TRUE	FALSE	TRUE
2019-09-24	The Washington Post (Online)	Sanders just issued a big challenge to Warren — and to all of us	txt-opeds/2296495171.xml.txt	""Billionaires should not exist,"" Sen. Bernie Sanders (I-Vt.) tweeted Tuesday morning, as he released a wealth tax that makes clear that he is not kidding around on that score. If nothing else, Sanders's proposal will create policy space between himself and Sen. Elizabeth Warren (D-Mass.), who released her own proposal to levy a 2 percent tax on extreme wealth eight months ago. That proposal has become not just one of the central policy pillars of her campaign — she says it will be the funding source for many of her other ideas, like universal pre-K and eliminating college debt — but also an unlikely rallying cry, with crowds chanting ""Two cents! Two cents!"" at her speeches when it comes up.	0	TRUE	FALSE	TRUE	TRUE
2019-09-24	The Washington Post (Online)	Sanders just issued a big challenge to Warren — and to all of us	txt-opeds/2296495171.xml.txt	These two proposals might start from the same philosophical place, but they're very different, in ways that highlight what separates Sanders and Warren. Her idea was ambitious and controversial, but Sanders's idea goes much, much farther. Warren's plan is relatively straightforward: Tax all assets above $50 million at 2 percent per year and all assets above $1 billion at 3 percent per year. Sanders's plan not only kicks in earlier, it includes more gradations that tax the mega-rich much more heavily. Here's how it would work: 1 percent tax on wealth over $32 million 2 percent tax on wealth from $50 million to $250 million	1	FALSE	FALSE	FALSE	FALSE
2019-09-24	The Washington Post (Online)	Sanders just issued a big challenge to Warren — and to all of us	txt-opeds/2296495171.xml.txt	3 percent tax on wealth from $250 million to $500 million 4 percent tax on wealth from $500 million to $1 billion 5 percent tax on wealth from $1 billion to $2.5 billion 6 percent tax on wealth from $2.5 billion to $5 billion 7 percent tax on wealth from $5 billion to $10 billion 8 percent tax on wealth above $10 billion If you're one of the 600 or so billionaires in the country, this tax would hit you much harder than Warren's would; on that 11th billion, you'd have to pay $30 million under Warren's plan but $80 million under Sanders's plan. According to economists Emmanuel Saez and Gabriel Zucman, Sanders's tax would raise $4.35 trillion over 10 years, significantly more than Warren's version.	2	TRUE	FALSE	TRUE	FALSE
2019-09-24	The Washington Post (Online)	Sanders just issued a big challenge to Warren — and to all of us	txt-opeds/2296495171.xml.txt	For Sanders, the goal isn't just to get the overclass to pay their fair share; he wants to cut them down to size. ""Under this plan, the wealth of billionaires would be cut in half over 15 years,"" the plan says, ""which would substantially break up the concentration of wealth and power of this small privileged class."" While the right might despise wealth taxes for ideological reasons, some liberals dislike them for practical reasons. In Europe, a dozen countries had wealth taxes a few decades ago, but now that number has been reduced to three: Norway, Spain and Switzerland. Countries decided that the rich found it too easy to avoid the tax, in many cases just moving out of the country, and they wound up raising less revenue than the governments had hoped.	3	TRUE	FALSE	FALSE	TRUE
2019-09-24	The Washington Post (Online)	Sanders just issued a big challenge to Warren — and to all of us	txt-opeds/2296495171.xml.txt	Dean Baker of the Center for Economic and Policy Research, a liberal economist and a wealth tax skeptic, predicted to me that if a tax of this sort was in the offing, you'd see billionaires renounce their citizenship before it took effect or find other creative ways to avoid the tax. ""If Warren and Sanders really want to crack down on inequality, they should address the market structures that generate inequality, such as patent and copyright monopolies, a bloated financial industry and a corrupt corporate governance structure,"" Baker said. ""Both have good proposals on these issues, but a wealth tax is likely to be economically wasteful and a political embarrassment.""	4	TRUE	FALSE	TRUE	TRUE
2019-09-24	The Washington Post (Online)	Sanders just issued a big challenge to Warren — and to all of us	txt-opeds/2296495171.xml.txt	Other economists disagree, however. Jared Bernstein of the Center for Budget and Policy Priorities offered me this qualified endorsement: Both Sanders and Warren answer the criticism about the super-rich avoiding the tax by saying they'll make sure the tax is free of loopholes and beef up the IRS budget for enforcement. In fact, revitalizing the IRS should be a priority for any Democrat, whether they pass a wealth tax or not, since Republicans have spent decades eviscerating the agency, with the result that it's incapable of forcing the ultrawealthy to pay what they owe right now. On the politics: Getting either plan through Congress would be a long shot at best, but if nothing else, this discussion can expand the debate around taxes. Sanders would probably argue that fundamental change starts with getting people to consider ideas that some find radical.	5	TRUE	FALSE	TRUE	TRUE
2019-09-24	The Washington Post (Online)	Sanders just issued a big challenge to Warren — and to all of us	txt-opeds/2296495171.xml.txt	At a time of grotesque inequality, wouldn't it be good for Democrats to debate how much we should be making plutocrats contribute? Republicans will inevitably argue that billionaires should not have to be burdened by contributing to the country that enabled them to accumulate their vast holdings in the first place, a stance that won't do them any favors with the voting public. As enthusiastically as some Fox personalities will make that case (they're already doing it), I say it's the last thing President Trump would like to talk about. That's especially true if Sanders or Warren becomes the nominee, since they'd run campaigns centered on the idea that wealthy people have rigged the system in their favor. Trump's faux-populism only works if there isn't a more genuine kind voters can compare and contrast.	6	TRUE	FALSE	TRUE	FALSE
2019-09-24	The Washington Post (Online)	Sanders just issued a big challenge to Warren — and to all of us	txt-opeds/2296495171.xml.txt	But this proposal is one more signal from Sanders that he's going to go farther in what he proposes than any other Democrat. It might not help him win the nomination, but it will certainly enable him to keep influencing the policy debate. Paul Waldman: To make her wealth tax work, Elizabeth Warren must revive the IRS The Post's View: A wealth tax isn't the best way to tax the rich Lawrence H. Summers and Natasha Sarin: Be very skeptical about how much revenue Elizabeth Warren's wealth tax could generate Megan McArdle: Elizabeth Warren's wealth tax is no way to run government — but a good way to run a campaign	7	TRUE	FALSE	TRUE	TRUE
2019-09-24	The Washington Post (Online)	Sanders just issued a big challenge to Warren — and to all of us	txt-opeds/2296495171.xml.txt	Katrina vanden Heuvel: Warren's push for a wealth tax could be a game changer	8	TRUE	FALSE	TRUE	TRUE
2019-06-11	New York Times (Online)	O.K., But What’s Your Plan?	txt-opeds/2237885909.xml.txt	The economy’s status quo isn’t good enough. This article is part of David Leonhardt’s newsletter. You can sign up here to receive it each weekday. Average life expectancy in the United States has declined over the last three years and is lower than it was in 2010.Median household net worth declined 30 percent between 2007 and 2016 (the most recent year for which the Federal Reserve has released data). The combined net worth of the poorer half of households is negative, which means their debts are worth more than their assets.Incomes for most households, after taxes and government benefits, have grown frustratingly slowly over the last few decades — considerably more slowly than the economy has grown. Only the affluent have enjoyed big pay gains.Rates of economic mobility — the number of people who are climbing the income ladder — are lower in the United States than in Canada and much of Europe.	0	TRUE	TRUE	FALSE	FALSE
2019-06-11	New York Times (Online)	O.K., But What’s Your Plan?	txt-opeds/2237885909.xml.txt	Average life expectancy in the United States has declined over the last three years and is lower than it was in 2010. Median household net worth declined 30 percent between 2007 and 2016 (the most recent year for which the Federal Reserve has released data). The combined net worth of the poorer half of households is negative, which means their debts are worth more than their assets. Incomes for most households, after taxes and government benefits, have grown frustratingly slowly over the last few decades — considerably more slowly than the economy has grown. Only the affluent have enjoyed big pay gains.	1	TRUE	TRUE	FALSE	FALSE
2019-06-11	New York Times (Online)	O.K., But What’s Your Plan?	txt-opeds/2237885909.xml.txt	Rates of economic mobility — the number of people who are climbing the income ladder — are lower in the United States than in Canada and much of Europe. In some fundamental ways, the American economy isn’t working for the majority of Americans. The best thing about Elizabeth Warren’s presidential campaign is that she is trying to offer solutions that match the scale of the problem. [Listen to “The Argument” podcast every Thursday morning, with Ross Douthat, Michelle Goldberg and David Leonhardt.] In response, of course, her critics have declared her ideas too bold. “Warren has already drawn criticism from centrists and conservatives who say her plans — many calling for new regulations — would hurt business and the economy, stifle innovation and potentially harm the very workers they were intended to help,” as The Times reported yesterday.	2	TRUE	FALSE	TRUE	FALSE
2019-06-11	New York Times (Online)	O.K., But What’s Your Plan?	txt-opeds/2237885909.xml.txt	There is a basic flaw with many of those complaints. They’re based on the presumption that the American economy is working pretty well for most people right now and that the big risk is disrupting the status quo. That’s not the case. Even after a decade of G.D.P. growth and generally falling unemployment, the core problems remain. A truly healthy economy doesn’t produce falling life expectancy, stagnant wealth and slow-growing incomes for most people. I like much of Warren’s agenda (though not all of it). But I understand why others may be more skeptical. To them, I’d say that criticizing her ideas isn’t enough. Tell us which plans for fixing the economy you favor.	3	TRUE	FALSE	TRUE	FALSE
2019-06-11	New York Times (Online)	O.K., But What’s Your Plan?	txt-opeds/2237885909.xml.txt	The status quo isn’t working, unless you’re already affluent. Related: Earlier this year, Warren and I talked about her agenda, on an episode of “The Argument” podcast. If you’re looking for substantive critiques of the Warren agenda, try Ben Thompson of Stratechery on her plan to break up Big Tech; and Howard Gleckman of Tax Policy Center, who isn’t a big fan of Warren’s proposed wealth tax and instead offers other ways to tax the wealthy and reduce inequality. If you are not a subscriber to this newsletter, you can subscribe here. You can also join me on Twitter (@DLeonhardt) and Facebook.	4	TRUE	FALSE	TRUE	TRUE
2019-11-01	Los Angeles Times (Online)	Column: Billionaire objects, profanely, to Elizabeth Warren's plan to tax billionaires	txt-opeds/2413924198.xml.txt	Leon Cooperman, one of America's outstanding billionaire crybabies, has launched a public fight with Democratic presidential candidate Elizabeth Warren over her proposal for a wealth tax, thus gifting those who follow the normally dull and dreary debate over fiscal policy with a momentary voyeuristic thrill. Important issues lie at the core of this fight, so it's wrong to dismiss it as merely a spat. So we'll delve beneath the surface. One key question is whether Cooperman, for all his hand-wringing, has a point in critiquing Warren's proposal. Short answer: He does, but mostly he doesn't. But first, here's the outline of the fight. Warren in January proposed a tax of 2% on net worth above $50 million and another 1% on net worth above $1 billion. When he was asked last month by Politico to comment on Warren's policies, Cooperman dellivered a profane outburst, stating, ""This is the [blankety-blank] American dream she's [blankety-blanking] on."" Those seeking the quote in its full technicolor glory can find it here.	0	TRUE	TRUE	TRUE	TRUE
2019-11-01	Los Angeles Times (Online)	Column: Billionaire objects, profanely, to Elizabeth Warren's plan to tax billionaires	txt-opeds/2413924198.xml.txt	Warren tweeted back, ""Leon, you were able to succeed because of the opportunities this country gave you. Now why don't you pitch in a bit more so everyone else has a chance at the American dream too?"" Cooperman responded with a five-page missive, duly circulated to the press, under the letterhead of his Omega Family Office investment headquarters. Cooperman's letter provides lots of material to chew on. Written in a more-in-sorrow-than-in-anger passive aggressive tone, it opens with the gripe that Warren in her tweet had admonished him like ""a parent chiding an ungrateful child,"" which understandably would get under the skin of a 76-year-old former Goldman Sachs investment banker.	1	TRUE	FALSE	TRUE	FALSE
2019-11-01	Los Angeles Times (Online)	Column: Billionaire objects, profanely, to Elizabeth Warren's plan to tax billionaires	txt-opeds/2413924198.xml.txt	Cooperman proceeds to describe his life as ""a classic American success story,"" beginning with his upbringing as the son of an emigrant Polish plumber, proceeding to his education in public school and college, and on to his career at Goldman Sachs, his great wealth (he doesn't say so, but Forbes ranks him 268th among its 400 richest Americans, with a net worth of $3.2 billion), and his devotion to philanthropic causes. Reading this portion, I was struck with a strong sense of having read all this before. It turns out that my deja vu was warranted, because Cooperman had written it all in a letter he sent to President Barack Obama in 2011, chiding Obama for ""your and your minions' role in setting the tenor of the rancorous debate now roiling us that smacks of what so many have characterized as 'class warfare.'""	2	TRUE	TRUE	TRUE	FALSE
2019-11-01	Los Angeles Times (Online)	Column: Billionaire objects, profanely, to Elizabeth Warren's plan to tax billionaires	txt-opeds/2413924198.xml.txt	Cooperman asked, ""Is the tone of the current debate really constructive?"" This resembles Cooperman's objection, in the new letter, to Warren's ""vilification of the rich."" (As we've observed before, such appeals from the mountaintop for ""civility"" or ""constructive criticism"" often mask a domineering intent.) The letter to Warren then proceeds to the gist of their economic disagreement. Let's take his points in turn. Cooperman first offers a roster of self-made billionaires who have accumulated their wealth ""by providing a product or service that others want or are willing to pay for."" They include Bill Gates, Home Depot founder Arthur Blank and Bernie Marcus, and Facebook's Mark Zuckerberg. He's right that, to varying degrees, they've made contributions to society. But by listing them according to the employment they've provided, he seems to be suggesting that giving people jobs is an expression of altruism, as opposed to a necessity for creating a successful business.	3	TRUE	TRUE	TRUE	FALSE
2019-11-01	Los Angeles Times (Online)	Column: Billionaire objects, profanely, to Elizabeth Warren's plan to tax billionaires	txt-opeds/2413924198.xml.txt	He then takes aim at Emmanuel Saez and Gabriel Zucman, the UC Berkeley economists on whose research into wealth inequality Warren's tax proposal is based. Cooperman repeats a common criticism that their finding that the U.S. tax system is inherently flat or regressive that the rich pay as much or less in taxes than the middle-class or poor as a percentage of their income ignores ""transfer payments"" that are generally paid to the middle-class or poor. By Cooperman's reckoning, these include Social Security, Medicare and Medicaid. But he's wrong about Social Security, and to a lesser extent Medicare. Social Security isn't a transfer payment. It's funded by the recipients' own contributions over their lifetimes those born after 1965 have contributed, on average, enough to fully fund their own benefits. Payroll contributions also fund Medicare, which also charges premiums.	4	TRUE	FALSE	FALSE	FALSE
2019-11-01	Los Angeles Times (Online)	Column: Billionaire objects, profanely, to Elizabeth Warren's plan to tax billionaires	txt-opeds/2413924198.xml.txt	Cooperman acknowledges that state and local sales taxes are indeed regressive, falling more heavily at the lower end of the income scale. But he waves away that point, asserting that they ""have nothing to do with federal fiscal policy and tax code structure."" But that's nonsense. States and localities have had to raise sales taxes in part because federal budget-cutting has pushed expenses down to them. The federal tax cuts enacted by Republicans in December 2017, moreover, put pressure on state and local tax structures by limiting their deductibility on federal taxes a case in which federal tax code structure has a direct impact on state and local taxes, especially in states such as California and New York (where Cooperman pays at least some of his local taxes).	5	TRUE	TRUE	TRUE	FALSE
2019-11-01	Los Angeles Times (Online)	Column: Billionaire objects, profanely, to Elizabeth Warren's plan to tax billionaires	txt-opeds/2413924198.xml.txt	Cooperman further asserts that Saez and Zucman ignore taxes on the ""future dividends, interest and capital gains earned on savings,"" which leads them to ""understate taxes on the rich."" This is pure sleight of hand. As Ed Kleinbard, the ace tax professor at USC, has pointed out, the tax on capital gains is America's only voluntary tax it isn't paid until the underlying assets are sold, and if they're held until the owner's death, the tax is extinguished for his or her heirs. Cooperman even acknowledges this feature further down in his letter, and even advocates its repeal. Dividends, though they're taxed the year of issuance, receive a lower tax rate than wages.	6	TRUE	TRUE	TRUE	FALSE
2019-11-01	Los Angeles Times (Online)	Column: Billionaire objects, profanely, to Elizabeth Warren's plan to tax billionaires	txt-opeds/2413924198.xml.txt	The letter then disputes the notion that the wealthy aren't paying their fair share of taxes. We hear these statistics all the time: The top 1% of taxpayers pay a greater share of federal income taxes, (37.3%) than the bottom 90% combined (30.5%), the top 50% of taxpayers accounted for 97% of all individual income taxes, etc., etc. He's right that the wealthy pay the most income tax. But what Cooperman doesn't mention is the extreme imbalances in income and wealth that account for much of the imbalance in tax liability. The top 1% earned more than 20% of all national income in 2018; the bottom half only about 12%. As Isabel V. Sawhill and Christopher Pulliam of the Brookings Institution have reported, America's top 20% held 77% of total household wealth in 2016, more than three times the holdings of the middle class, defined as households in the 20%-80% economic segments	7	TRUE	TRUE	TRUE	FALSE
2019-11-01	Los Angeles Times (Online)	Column: Billionaire objects, profanely, to Elizabeth Warren's plan to tax billionaires	txt-opeds/2413924198.xml.txt	Another factor Cooperman ignores and perhaps the most important factor is that tax rates on the rich have come sharply down over time. According to calculations by Saez and Zucman, the average tax rate on the top 0.01% of income earners (those with income of more than about $8 million today) was more than 67% in 1950. Today it's about 33%. The average rate on the top 400 was 70% in 1950 and about 23% today. Cooperman glides over this fact indeed, in his letter to Warren he doesn't mention even once the 2017 tax cut, which was aimed chiefly at wealthy taxpayers like himself. Given that Warren's wealth tax is manifestly designed to shift the burden back, this is an odd, and telling, omission.	8	TRUE	TRUE	TRUE	TRUE
2019-11-01	Los Angeles Times (Online)	Column: Billionaire objects, profanely, to Elizabeth Warren's plan to tax billionaires	txt-opeds/2413924198.xml.txt	Professing himself to be at heart a supporter of progressive taxation, Cooperman says the key flaw of the wealth tax is that it's unworkable, ""plagued by issues of constitutionality, tax avoidance, asset valuation, and administrablilty."" One should be wary of arguments against a reform based on its impossibility, even before the legislative process begins. Lots of reforms once thought to be impossible turned out to be anything but think of gay marriage and healthcare reform, just for starters. Cooperman points out that many European countries that tried wealth taxes ended up abandoning them, which is true, but he doesn't mention that they typically were abandoned by conservative political regimes, which won't be a label easily attached to a Warren presidency.	9	TRUE	TRUE	TRUE	TRUE
2019-11-01	Los Angeles Times (Online)	Column: Billionaire objects, profanely, to Elizabeth Warren's plan to tax billionaires	txt-opeds/2413924198.xml.txt	The beating heart of Cooperman's argument is that, though the rich should pay more than middle- or low-earners, they're already there. ""At some point,"" he writes, ""higher effective ... rates become confiscatory."" That may be so, but there's no evidence we're anywhere near that now. Quite the contrary, given how far average and marginal tax rates on the wealthy have fallen over the last 50 or 60 years. ""I don't mind working six months of the year for the government and six months for myself,"" he writes, ""paying an effective combined tax rate of 50% on my income."" Who's this ""government"" of which our Lord Bountiful speaks? It's you and me, and our children, and everyone who depends on government services for their health, support, safety and livelihoods. Portraying ""government"" as some faceless other is nothing but a cynical dodge aimed at concealing that it's an entity that represents all the people and has been increasingly indulgent toward those of Cooperman's income sector during his entire career.	10	TRUE	TRUE	FALSE	FALSE
2019-11-01	Los Angeles Times (Online)	Column: Billionaire objects, profanely, to Elizabeth Warren's plan to tax billionaires	txt-opeds/2413924198.xml.txt	Cooperman's assertion that he's already paying his share reminds me of my favorite take on progressive taxation, by the conservative economist Herbert Stein. I've cited it often, but it never gets old: ""Whatever is the existing degree of progression,"" Stein wrote, ""people who pay the top rate will think it is too much."" Cooperman makes much of his charitable giving, stating that he intends to donate substantially all of his fortune to charity upon his death. But that evades the question of why the disposition of his wealth should be his subject to his desires or whims. Who's to say that they would correspond to the real needs of society?	11	TRUE	TRUE	TRUE	FALSE
2019-11-01	Los Angeles Times (Online)	Column: Billionaire objects, profanely, to Elizabeth Warren's plan to tax billionaires	txt-opeds/2413924198.xml.txt	This is the fundamental issue raised by Warren's wealth tax proposal how wealth is distributed across society and how it should be used. Despite Cooperman's closing plea to Warren ""Let's elevate the dialogue and find ways to keep this a land of opportunity where hard work, talent and luck are rewarded and everyone gets a fair shot at realizing the American dream"" that's the issue he never gets around to facing.	12	TRUE	FALSE	FALSE	TRUE
2021-01-03	Wall Street Journal (Online)	Argentina's Credibility Crisis; After a 2020 debt restructuring there is no reform agenda to avoid another.	txt-opeds/2474724303.xml.txt	During the presidential campaign, Joe Biden blamed President Trump's ""incompetence and neglect"" for the loss of U.S. sway in Latin America. The implication was that waning American influence in the region could be reversed by a president who paid more attention to the country's neighbors. Good luck with that. It is true that American values of sound money, low taxes, a light regulatory touch, open markets and the rule of law are no longer in vogue in much of the region. But beyond setting a better example, it's hard to think of U.S. actions that would make a difference. Unless Mr. Biden plans to champion an aggressive new free-trade agenda for the hemisphere—something his party isn't known to support—his options are limited.	0	TRUE	FALSE	TRUE	FALSE
2021-01-03	Wall Street Journal (Online)	Argentina's Credibility Crisis; After a 2020 debt restructuring there is no reform agenda to avoid another.	txt-opeds/2474724303.xml.txt	The trouble with the Beltway's talk about ""engagement"" is that it's all too often a euphemism for pushing development aid out the door. Worse, any new round of handouts from the bidenistas would inevitably be tied to Democratic climate claptrap. Nowhere does this approach have worse odds of success than in Argentina, where President Alberto Fernández is running the country into the ground in traditional Argentine fashion. No amount of foreign aid can fix a country where the productive economy has been reduced to a tool to serve the interests of an all-powerful political class. Argentines were frustrated with the failure of center-right President Mauricio Macri to deliver on promises of growth-oriented reform from 2015-19. So they returned the populist left-wing peronists to power in December 2019. Some six months later Argentina defaulted for the ninth time in its history—the third time in 18 years.	1	TRUE	FALSE	FALSE	FALSE
2021-01-03	Wall Street Journal (Online)	Argentina's Credibility Crisis; After a 2020 debt restructuring there is no reform agenda to avoid another.	txt-opeds/2474724303.xml.txt	A restructuring of private creditor debt, completed in August with the help of the International Monetary Fund, mainly reduced interest payments. The deal had an exit yield of 10%. Yet by October Argentine country risk was already more than 13.5%. Writing in the Official Monetary and Financial Institutions Forum, Argentine economist Pablo Guidotti warned the country was ""on the brink, again."" Last week Argentine risk was priced at more than 13.7%. Normally a restructuring takes some heat off public finances and renews government access to capital markets. But this hasn't happened in Argentina because investors understand that absent reforms—to boost growth, restrain spending and stabilize the peso—the debt load is only going up.	2	TRUE	FALSE	FALSE	FALSE
2021-01-03	Wall Street Journal (Online)	Argentina's Credibility Crisis; After a 2020 debt restructuring there is no reform agenda to avoid another.	txt-opeds/2474724303.xml.txt	As Mr. Guidotti explained in October, ""public debt in relation to GDP is set to increase [in 2020] to around 110%, up from 98% in 2019"" while ""the share of public debt denominated in foreign currency remains broadly unchanged, at about 70%."" This includes $44 billion owed to the IMF that needs to be renegotiated. On Oct. 22, members of the Ad Hoc Group of Argentina Exchange Bondholders and the Argentina Creditor Committee issued a press release to vent their frustration. They noted that they had provided ""$37 billion in cash-flow relief and accepted a heavy loss of value.""	3	TRUE	TRUE	FALSE	FALSE
2021-01-03	Wall Street Journal (Online)	Argentina's Credibility Crisis; After a 2020 debt restructuring there is no reform agenda to avoid another.	txt-opeds/2474724303.xml.txt	Of course, losses depend on when the bonds were purchased. But the main gripe was that creditors believed a coherent fiscal plan to recover long-run solvency would be forthcoming. No plan has materialized, which has sent bond prices plummeting. A decision to tighten capital controls in November has further undermined the government's credibility. With ""no access to the international capital market, a small domestic capital market and financial system, and a low savings rate,"" as Mr. Guidotti wrote, the outlook for 2025—when amortizations are scheduled to hit—is shaky. A more optimistic growth outlook would help after a year in which the government imposed a draconian Covid-19 lockdown. That lockdown didn't keep Argentina from recording one of the highest Covid deaths per capita in South America. Meanwhile gross-domestic-product is expected to be down 12% to 15% in 2020.	4	TRUE	FALSE	FALSE	FALSE
2021-01-03	Wall Street Journal (Online)	Argentina's Credibility Crisis; After a 2020 debt restructuring there is no reform agenda to avoid another.	txt-opeds/2474724303.xml.txt	Argentina's fiscal deficit for 2020 is estimated at 10% of GDP and the central bank has been making the same old mistake of printing money to finance it. The budget forecasts lower inflation next year, but inflationary expectations seem to be rising. Aldo Abram, an economist at the Buenos Aires think tank Libertad y Progreso, wrote last month that he expects inflation to be ""around 50%, at least"" this year as demand for pesos falls and unsustainable price controls become more ""flexible."" The government is holding the official exchange-rate artificially high while in the black market the currency trades at about half that value.	5	TRUE	TRUE	FALSE	FALSE
2021-01-03	Wall Street Journal (Online)	Argentina's Credibility Crisis; After a 2020 debt restructuring there is no reform agenda to avoid another.	txt-opeds/2474724303.xml.txt	High taxes disincentivize producers and savers. A 35% export tax, for example, will discourage soy farmers from shipping their grain abroad. A new wealth tax on individuals with more than $2.5 million reminds the ambitious that success is punished. Internet billionaire Marcos Galperin's residency move to Uruguay early last year now seems prescient: one less dead canary in the coal mine. Mr. Biden is forewarned.	6	TRUE	TRUE	FALSE	TRUE
2019-12-20	The Washington Post (Online)	Biden had his best debate yet. The wine cave business lost.	txt-opeds/2328529184.xml.txt	The mainstream media have recently noticed former vice president Joe Biden's durability in the Democratic presidential primary race. Reporters seem to have recognized that Twitter is not the Democratic primary electorate, and the latter really like Biden. Biden and his team's insight into the identity of the Democratic Party, one Twitter does not accurately reflect, may be paying off. He had arguably his best debate, starting with a high-minded statement on impeachment. When asked next about the middle class, he came alive, speaking fluently about the disproportionate benefit the wealthy get. (""We have to get rid of these God-awful tax cuts that we're giving to the very wealthy,"" he declared.) This is the Biden many voters recall, sticking up for working people in plain spoken language. (""The middle class is getting crushed."") He was equally articulate and passionate on climate change, showing a firm grip on details and his telltale optimism. (""We're the only country that has turned great crises into great opportunities,"" he said.)	0	FALSE	FALSE	FALSE	FALSE
2019-12-20	The Washington Post (Online)	Biden had his best debate yet. The wine cave business lost.	txt-opeds/2328529184.xml.txt	Biden refused to be boxed into defending the status quo, saying we have to move ""beyond normal."" He said no one had more reason to be angry with Republicans for attacking him and his son, but if we cannot reach some understandings then ""We are dead,"" he argued. Rather than accuse the Israeli Prime Minister Benjamin Netanyahu of racism, as Sen. Bernie Sanders (I-Vt.) did, he boasted of his connection to Israeli Prime Minister Benjamin Netanyahu and cheered for a two-state solution. On China, Biden spoke of re-balancing power to Asia and rebuilding alliances. He got off a witty mark, saying he didn't think President Obama's remark that old men needed to get out of the way referred to him. He turned the question to his advantage, saying with age comes wisdom. He also got a big round of applause when he said he would commit not to run for a second term since he hadn't won anything yet.	1	FALSE	FALSE	FALSE	FALSE
2019-12-20	The Washington Post (Online)	Biden had his best debate yet. The wine cave business lost.	txt-opeds/2328529184.xml.txt	Most of all, he seemed relaxed and cheery. When necessary, he showed some fire, slapping down Sen. Elizabeth Warren (D-Mass.)'s suggestion he was in the pocket of big donors. He deftly answered questions about our losing strategy in Afghanistan, he made the point (accurately) that he had opposed a big footprint strategy. Ironically, the one issue on which he most vigorously opposed President Obama may be a powerful argument in his favor. He also shredded Medicare-for-all with a flurry of details pointing out it is not feasible or affordable. He turned a final question into a paean to the people he comforts on the trail and calls to check in on, a reminder of his strongest quality, empathy.	2	TRUE	FALSE	FALSE	FALSE
2019-12-20	The Washington Post (Online)	Biden had his best debate yet. The wine cave business lost.	txt-opeds/2328529184.xml.txt	Sen. Bernie Sanders (I-Vt.) may have reminded his loyal followers how much they like him and his brand of undiluted socialism, but his problem was evident in the debate: His floor may be slightly higher than previously thought, but his ceiling remains fixed. He railed against the new trade deal, insisting we had to end(!) job losses, as if the government has a spigot that can turn off the outflow of jobs. He got caught for sliding away from a question on race and insisted we be ""pro-Palestinian"" in addition to being pro-Israel. That works like catnip with his left-wing base but does not gain him new supporters.	3	TRUE	FALSE	TRUE	FALSE
2019-12-20	The Washington Post (Online)	Biden had his best debate yet. The wine cave business lost.	txt-opeds/2328529184.xml.txt	As good as her summer was, the fall for Sen. Elizabeth Warren (D-Mass.) has been dreadful. She repeated many of her campaign themes, such as her wealth tax and anti-corruption measures. It was not anything new, so if you've seen a few of these debates, you might be wondering what else she has to say. She seemed to disappear for stretches of the debate, though she did get off a great line after a moderator noted that she would be the oldest person elected president. ""I'd also be the youngest woman,"" she cracked to laughter and applause. She went after South Bend, Ind., Mayor Pete Buttigieg for ""fundraisers in wine caves"" and chided him for not holding open fundraisers, but seemed to lose the round when Biden, Klobuchar and Buttigieg slapped down her suggestion they could be bought.	4	FALSE	FALSE	TRUE	TRUE
2019-12-20	The Washington Post (Online)	Biden had his best debate yet. The wine cave business lost.	txt-opeds/2328529184.xml.txt	Coming into the debate, Buttigieg surely was ready for the knives. He got through an hour before the heavy fire started. He made a plea to talk about the poor and not just the middle class and used his roots in the Midwest to explain the impact of climate change. He was, as we have come to expect, cool and confident in his delivery. On foreign policy, Buttigieg rightly accused President Trump of interfering in Israel's domestic politics and presiding over chaotic foreign policy. Rather than criticize Israel, he went after Trump for embarrassing himself on the world stage. On China, he made a plea for human rights, accusing Trump of ""trashing"" our values. He asked what message it sends when China ""hears not a peep from the U.S. president?"" He gave a full-throated, passionate defense of immigration, drawing on his experience as mayor interacting with children and families living illegally in the United States without harming anyone.	5	FALSE	FALSE	FALSE	FALSE
