date	source	title	textfile	text	para_n	wealth_tax	billionaire	ineq
2021-11-08	The Washington Post (Online)	What ‘school board moms’ really want — and why candidates ignore us at their peril	txt-opeds/2594910760.xml.txt	As concerned parents became more attentive to what was happening in their children's schools — or, more often, to why children were being kept out of their schools — they came to realize that three groups define education today: teachers unions, school boards often handpicked by the unions and big businesses. None of them put students' interests first. The pandemic brought this into sharp relief. Internal emails show that the National Education Association and the American Federation of Teachers shaped the Centers for Disease Control and Prevention's guidance on returning to school — fulfilling their own wants, but perpetuating a terrible situation for students. In Los Angeles, the nation's second-largest school district, the teachers union last year declared that defunding the police and imposing a wealth tax should be prerequisites for returning to the classroom. This summer, Chicago's teachers union insisted the school district provide rent assistance for students' families and fund a """"""""restorative justice coordinator"""""""" for every school before they would resume in-person instruction.	2	0	0	0
2021-06-08	New York Times (Online)	The Real Tax Scandal Is What’s Legal	txt-opeds/2538661847.xml.txt	The reality, however, is that many wealthy Americans live lavishly by borrowing against the value of their assets. ProPublica provides the example of Elon Musk, who has pledged shares of Tesla stock worth $57.7 billion as collateral for personal loans. That provides Mr. Musk with plenty of spending money. Indeed, he apparently has relatively little need for conventional income. ProPublica reported that in 2018 he paid nothing in federal income taxes. The second and very common falsehood is that people will eventually pay taxes on their wealth — that they get to determine the timing but they do not get to avoid the taxman.	3	1	1	1
2019-04-01	The Washington Post (Online)	Why the United States can’t become Nordic overnight	txt-opeds/2201498905.xml.txt	The sin of the ship owner, in Norwegian eyes, is his lack of solidarity. Norwegians share an understanding that we are in it together: rich and poor, liberals and conservatives, men and women, indigenous and immigrants. You might be rich in Norway, but believing that it relieves you of responsibility to the community is a capital vice to us. More than 70 percent of Norwegians trust strangers, according to the World Values Survey.  Thirty-five percent of Americans do. Because Norwegians trust one another, they are willing to take care of one another. There are safety nets, universal health care and free education all the way through university. Of our year of parental leave, almost one-third is reserved for the father, because he and the mother are in it together.	2	0	0	1
2019-01-25	Wall Street Journal (Online)	Elizabeth Warren's Unconstitutional Wealth Tax; If you thought the Native American story was a whopper, check out her new plan to expand government.	txt-opeds/2171012495.xml.txt	In NFIB v. Sebelius, Chief Justice Roberts got this point wrong and held that the Obamacare tax is not a direct tax... Notwithstanding Roberts's obviously hasty and slipshod analysis (it's all of a page), the facts of that case are unique (he claimed the tax was not on people or property but rather """"""""it is triggered by specific circumstances."""""""") Warren's tax is quite obviously a tax on property, which the courts have repeatedly held constitutes a direct tax. Warren might want to characterize her wealth tax as an """"""""excise tax,"""""""" since such taxes were held constitutional before the adoption of the 16th Amendment. But an excise tax is levied on a specific transaction or a specific activity (e.g., gambling; using a truck on a highway). Will she claim the excise tax is for the privilege of living in America as a rich person?	5	3	0	3
2020-01-16	New York Times (Online)	Deval Patrick Says the Race Is Just Getting Started	txt-opeds/2339459723.xml.txt	KK: If you were a member of the House of Representatives, would you vote for impeachment this week? [The House of Representatives voted on Mr. Trump’s impeachment on Dec. 18, two days after Mr. Patrick’s interview with the board.] DP: Of course. Have you seen the record? KK: I have. [The Times editorial board called on the House to impeach Mr. Trump in a Dec. 14 editorial, “Impeach.”] Do you support the Green New Deal? DP: Well, there’s another slogan that captures a lot of things. I can tell you in Massachusetts, we joined the Regional Greenhouse Gas Initiative. [The Regional Greenhouse Gas Initiative began in 2009 and is a cap-and-trade system applying to carbon dioxide emissions from power plans generating 25 megawatts of electricity and more. It includes nine states in the Northeast and Mid-Atlantic regions.]	18	0	0	0
2022-03-28	Los Angeles Times (Online)	Column: A billionaires tax is a necessity. Even the White House knows it	txt-opeds/2644157648.xml.txt	The proposal would also draw a bright line between the policies of the Democratic and Republican parties. The latter has all but defined itself as an agent of the wealthy. Its latest position paper, the “Rescue America” plan issued by Sen. Rick Scott of Florida, called for raising taxes on the poorest American households. (Scott’s household net worth of about $220 million, by the way, would put him right in the target zone of Biden’s proposal.) Why does the IRS focus its enforcement capabilities on the poorest families? Nor should it be forgotten that the last restructuring of the federal income tax, in 2017, was a GOP project that disproportionately cut taxes on the rich.	4	0	1	1
2020-01-16	New York Times (Online)	Deval Patrick Says the Race Is Just Getting Started	txt-opeds/2339459723.xml.txt	What I was going to say is the interrelationship between what is going on between Israelis and Palestinians, and what is going on a larger region between Shia and Sunni and the proxies of Iran and Saudi Arabia, I think it can be, and probably ought to be, a focus of a comprehensive approach by my administration. Alex Kingsbury: Can I ask about Afghanistan? Do you think the Trump administration is going about resolving that war in the appropriate way? DP: Do I think that the Trump administration —— AK: Yes, they’re negotiating with the Taliban. It’s been off and on, but he hasn’t done the deal. This is somebody who wanted to end the war. He’s had three years to do it, and it still hasn’t been done.	96	0	0	0
2020-01-16	New York Times (Online)	Pete Buttigieg Says He’s More Than a Résumé	txt-opeds/2339458287.xml.txt	JI: Have you thought about what you would do as president to promote that message and to kind of shore up public trust in vaccines? [Recent reporting has shown that trust in vaccines has declined in the past decade among American adults.] Because it is waning. PB: Yeah, I think that people need to hear that from the president. The president is a messenger on public health and maybe I’ll continue that spectacle, hopefully I’ll have a little more to show up here. [MAYOR POINTS TO BICEP. LAUGHTER] But also in terms of the message we send about the role that this has in parenting and in citizenship and in being part of your community to make sure that the community is safe from communicable disease.	102	0	0	0
2020-02-12	The Washington Post (Online)	Iowa and New Hampshire voters have bad taste in candidates	txt-opeds/2353350818.xml.txt	But what looks like consistency from one angle comes across as a dangerous rigidity from another. Instead of listening to critics and adjusting his plans to better reflect expert analysis, or talking more forthrightly about their costs, Sanders has doubled down. And while Sanders's legislative program would never pass Congress, he would bring all of his ideological inflexibility and incuriosity to the hundreds of decisions he would have to make daily in the White House, and to staffing his administration. There are still many states, territories — and the oft-ignored District of Columbia — left to vote in this year's nominating cycle. But Iowa and New Hampshire got to go first. They got to set the tone for the race. If Americans end up with an unsavory general-election choice between Sanders and Trump, they could begin by placing the blame with the supposedly sage voters of Iowa and New Hampshire.	4	0	0	0
2019-04-25	Wall Street Journal (Online)	Can Biden Beat Bernie? Joe leads the 2020 polls. But progressive hearts are set on a different septuagenarian.	txt-opeds/2214438962.xml.txt	Mr. Biden does have a history of rhetorical wandering. He flamed out in 1988 after plagiarizing speeches from a British politician. Still, bloopers are part of his persona by now, a mark of authenticity. """"""""I am a gaffe machine,"""""""" he said last year. """"""""But my God what a wonderful thing compared to a guy who can't tell the truth."""""""" Conservatives have their own sour Biden memories. In 1987 he presided over the Supreme Court confirmation hearings that trashed legal giant Robert Bork. For years Mr. Biden advocated arms control with the Soviet Union while opposing missile defense. He voted against the 1991 Gulf War. He voted for the 2003 Iraq war, then cheered for withdrawal, before saying America would follow Islamic State fighters """"""""to the gates of hell until they are brought to justice.""""""""	4	0	0	0
2019-10-28	The Washington Post (Online)	We need more of the Joe Biden we saw on ‘60 Minutes’	txt-opeds/2309598115.xml.txt	Biden openly ridiculed Trump's claim that Russian intervention was a hoax. """"""""He's an idiot — in terms of sayin' that. Everybody knows this,"""""""" Biden responded. """"""""Everybody knows it. Nobody doubts it."""""""" He shrugged off Trump's attack on his integrity (""""""""It's comin' from a man with no integrity""""""""). And as noted above, he flat-out dared Trump to release his taxes: """"""""You want to deal with corruption? Start to act like it. Release your tax returns or shut up."""""""" Biden also seemed more comfortable and less defensive about his center-left philosophy. He managed to brush off Sen. Elizabeth Warren's wealth tax proposal and weak tea (""""""""I don't oppose a wealth tax. I propose changing the whole tax system. The tax I would put on the wealthy will in fact cost more than 2 percent""""""""). He proposed raising capital gains tax rates back to the previous top marginal rate for wages (39.8 percent). And he skewered the credibility of candidates offering Medicare-for-all without showing their math. (""""""""Do you think there's been any truth in advertising on that? It's going to raise taxes on middle-class people, not just wealthy people."""""""")	4	2	0	1
2021-06-08	New York Times (Online)	The Real Tax Scandal Is What’s Legal	txt-opeds/2538661847.xml.txt	Wealthy Americans can save a lot of money by cheating on their federal income taxes, but that’s nothing compared with how much money they’ve been saving by following the rules. In a revealing examination of tax records for 25 of the wealthiest Americans, the journalism nonprofit ProPublica reported Tuesday that some of the nation’s most prominent billionaires declared relatively little taxable income in comparison with the rapid growth of their wealth. Jeff Bezos, for example, added an estimated $99 billion in wealth between 2014 and 2018 but reported only $4.22 billion in taxable income during that period. Warren Buffett, who amassed $24.3 billion in new wealth over those years, reported $125 million in taxable income.	0	0	1	1
2021-06-10	Wall Street Journal (Online)	Tax-Exempt Group Favors Higher Rates on Taxpayers; ProPublica and the IRS scandal.	txt-opeds/2539635710.xml.txt	For some reason this bothers the ProPublica crowd, but give them credit for being willing to bite a hand that feeds them. The article scores investor George Soros, alleging that he """"""""paid no federal income tax three years in a row."""""""" One reason Mr. Soros hasn't paid higher taxes over the years is that he has donated billions of dollars to his charitable vehicle, the Open Society Foundations, which in turn has helped to fund various leftist causes, including ProPublica. What would the organization do without billionaires rationally seeking to avoid tax collectors? As readers scroll down the webpage of this week's much-discussed Pro Publica article, they are treated to a red """"""""Donate"""""""" button, which links to another page featuring another button leading to this message: ProPublica is a 501(c)3 nonprofit and as such, donations to our organization are tax deductible to the extent permitted by law in your personal circumstances. To find out what that means for you, we recommend consulting with your tax advisor, accountant or the IRS directly. If you plan to claim this donation on your U.S. taxes, please keep your email donation receipt as your official record, we will send it to you upon successful completion of your donation.	2	3	3	3
2020-01-15	The Washington Post (Online)	The Washington Post Editorial Board interviews 2020 candidate Deval Patrick	txt-opeds/2338891258.xml.txt	And in that same vein, on corporate taxes, you know, the consensus, I think, in the business community was not as low as 21, [percent], it was more around 25. We should go to 25, and then we should finish the work and eliminate the loopholes because those go in as arguments for making a so-called noncompetitive rate more competitive. Well, if the rate comes down to a point where it's competitive, why keep the loopholes? Again, simple, straightforward. Everybody contributes. And we don't have some of the most profitable companies in the world paying zero in their share of the price of civilization. I'm sorry.	28	0	0	1
2019-04-01	The Washington Post (Online)	Why the United States can’t become Nordic overnight	txt-opeds/2201498905.xml.txt	The Democrats' new proposals are the opposite of what makes Norway successful. A carbon tax is successful in Norway because consumers and producers, oil executives and labor unions understand that we all live on the same planet. The Green New Deal supported by many Democrats is the opposite. It is partisan, contentious and conceived as a foregone conclusion with little attempt to get buy-in from those who do not already agree with it. In Norway, politics is process. In the United States, it is trench warfare. In the 1970s, Americans had about the same trust in one another as Norwegians do now. The Cold War showed the need to stick together. Today the government is invisible to most Americans. In Norway we can see it: Our free universal health care and education are visible to all. Those monies, channeled through a state led by people we trust, bind the country together. In the United States, the trust in Congress is so low and the spectacle of the White House so surreal that the idea of government as a tool of common purpose seems quaint.	4	0	0	0
2021-01-03	Los Angeles Times (Online)	Op-Ed: Can California stop Big Tech from decamping for cheaper places?	txt-opeds/2474692780.xml.txt	The pandemic-induced push to move work online could hasten this shift. With 2 out of 3 tech workers willing to leave the Bay Area if they could work remotely, Big Tech could readily spread talent and wealth to other states. Increasingly, California’s cities must compete with metro areas in Texas, Tennessee and even parts of the Midwest. Housing prices are a particularly critical concern: California has all three of the most unaffordable metro regions for first-time home buyers, according to a recent AEI survey, and six of the top 10. The flow of tech workers during the pandemic has gone to places like Phoenix, Dallas-Fort Worth and Raleigh, N.C., and away from big coastal cities with higher living costs.	2	0	0	0
2019-12-26	New York Times (Online)	What Will It Take to Beat Donald Trump?	txt-opeds/2330567524.xml.txt	The list goes on, and most everyone feels it. In June, the Pew Research Center published a survey on how the country sees the state of public discourse. The most striking finding: “A 59 percent majority of Republicans and Republican leaners say they often or sometimes feel concerned by what Trump says. About half also say they are at least sometimes embarrassed (53 percent) and confused (47 percent) by Trump’s statements.” What’s true of Republicans is far more so of the rest of the United States. Pew found that overwhelming majorities of Americans were “concerned” (76 percent), “confused” (70 percent), “embarrassed” (69 percent), “angry” (65 percent), “insulted” (62 percent) and “frightened” (56 percent) by the things Trump says.	1	0	0	0
2022-03-28	Los Angeles Times (Online)	Column: A billionaires tax is a necessity. Even the White House knows it	txt-opeds/2644157648.xml.txt	More than 80% of the income of that latter group came from wages and salaries, which are taxed at higher rate and taxed as they’re earned. For the wealthy group, the figure was only 17%. According to the Federal Reserve, the top 1% of households by wealth (a threshold that starts at about $11.1 million) own about 23% of all the corporate equities and mutual fund shares in the country; the bottom half of all households own a collective 0.7%. How do capital asset owners make out like bandits at tax time? Let us count the ways. First, the maximum tax rate is lower — 23.8% (including the net investment income tax of 3.8%), compared with the 40.8% top rate on ordinary income.	6	0	1	1
2019-11-07	New York Times (Online)	The Big Problem With Wealth Taxes	txt-opeds/2312476495.xml.txt	Proposals by Senators Warren and Sanders may not pass constitutional muster. Then what? Senator Elizabeth Warren unveiled a new wealth tax proposal last week that she says will raise — along with her previously announced wealth tax plan — $3.75 trillion over the next decade. Senator Bernie Sanders says his wealth tax will yield $4.35 trillion over the same period. We fear these figures are vast overestimates. The likeliest outcome is that a wealth tax will raise exactly zero dollars. The problem, alas, is the Constitution. The Warren and Sanders plans run headlong into more than two centuries of precedent that cast doubt on the constitutionality of wealth taxation.	0	3	0	3
2023-02-10	Wall Street Journal (Online)	Biden's 2025 Tax Agenda; He's reprising Elizabeth Warren's wealth tax on unrealized asset gains.	txt-opeds/2775107093.xml.txt	For starters, it isn't a billionaire tax and it isn't an income tax. It would apply to households worth more than $100 million in accumulated assets, and its target is wealth. The version the President first proposed in his 2023 budget outline would claim a minimum of 20% from high earners' """"""""total income,"""""""" a contrived term that includes unrealized capital gains on top of actual asset sales. This means that if your assets rise in value during a year, you will pay taxes on that increase even if you realized no actual gains through a sale. If you lack the ready cash, you might have to sell assets to pay the tax bill or pay later with interest. If your assets fell in value, you would not be able to deduct the full loss from your overall income. Heads the government wins, tails you lose.	1	3	0	3
2020-01-15	New York Times (Online)	Amy Klobuchar on Plans vs. Pipe Dreams	txt-opeds/2339454372.xml.txt	The third is that if their political party doesn’t change with the times, with the changing demographics in the country, with immigrants voting, with African-Americans, they’re going to fall off the cliff. Maybe not this election, but by the next one. And so I think you have some really strong arguments to use about voting, and we just have to be smart about how we do it. The ultimate argument is to win big. The fact that we can’t even get backup paper ballots forced through, that we can’t even get the social media companies to have to keep ads on file by law, that’s pretty outrageous. And it shows how hard they’re trying. And the culprits are right in front of us because they have not denied the fact that it’s Mitch McConnell and the Trump White House that literally made calls to stop Lankford’s and my bill from going to the floor. Senator Blunt had held the hearing and they called Republicans because they didn’t want the bill to advance. So you tie it into a security argument.	83	0	0	0
2019-12-26	Wall Street Journal (Online)	Elizabeth Warren Has a Plan, Oh My; She may not win the nomination, but her ideas show where the American left wants to go.	txt-opeds/2330674947.xml.txt	Pay for this by lifting the 12.4% Social Security payroll tax, which today covers wages below $132,900, to 14.8% on wages above $250,000. Establish a matching 14.8% surcharge on net investment income, paid by those earning more than $250,000. • Lobbying tax: Tax """"""""excessive lobbying"""""""" over $500,000 a year at rates up to 75%. Ms. Warren says this would have raised $10 billion over the past decade, although it probably runs headlong into the First Amendment's right to petition the government. Use the revenue for """"""""a surge of resources to Congress and federal agencies."""""""" • Medicare for All: Mandate government coverage for everyone, including for illegal immigrants, with no copays or deductibles. Phase out the private plans of 170 million Americans. She says this would cost $20.5 trillion over a decade, which most economists say is $10 trillion short of reality. Keep the growth of health spending below 4% a year with tools like """"""""population-based budgets"""""""" and """"""""automatic rate reductions."""""""" Pay doctors at """"""""Medicare rates"""""""" and hospitals at 110% of that.	4	0	0	0
2021-03-23	Los Angeles Times (Online)	Column: Who are the biggest tax cheats? The 1% — and here's how they get away with it	txt-opeds/2504065527.xml.txt	It’s widely assumed that the biggest tax scofflaws are those with the most money. A new study by a team of IRS analysts and academic economists, however, tells us that things are much worse than anyone suspected. The 1% conceal as much as 21% of their income from tax collectors, the study estimates. Of the unreported income, about 6 percentage points is hidden by “sophisticated evasion that goes undetected in random audits.” The unreported income for the 1%, households with more than about $420,000 in annual income, is as much as one-third higher than previously estimated, the authors wrote. For the 0.1%, households with at least $7.5 million in annual income, it’s 80% higher.	0	0	1	1
2020-02-11	The Washington Post (Online)	Elizabeth Warren stays on message in New Hampshire	txt-opeds/2353350826.xml.txt	When a candidate is forced to answer interview questions about """"""""how she can turn her campaign around,"""""""" a candidate can either resort to punditry or stay on policy message. It is no surprise that Warren — the woman with the plans — has taken the latter approach. Now, with her back to the wall, her persistence and her ability to win tough fights has become part of her message. """"""""It's about the fight,"""""""" she said. """"""""We are going to get knocked down."""""""" But she acknowledged that things were not going smoothly. """"""""There'll be bumps along the way,"""""""" she said, lowering her voice to a near whisper.	3	0	0	0
2019-08-19	Wall Street Journal (Online)	If Economy Sours, Democrats Will Face a Tough Choice; Which candidate would benefit more from a recession: A moderate such as Joe Biden, or someone like Elizabeth Warren? Primary and general-election voters may disagree.	txt-opeds/2275105177.xml.txt	Moderate Democratic primary voters may have another. They are more inclined to view Mr. Biden favorably, by a 53% to 46% margin.	6	0	0	0
2019-10-16	The Washington Post (Online)	For Elizabeth Warren, the hard part begins now	txt-opeds/2306027790.xml.txt	Buttigieg shrewdly defined his space: bolder than Biden (""""""""bold"""""""" was one of his favorite words), but with more practical, doable ideas than Warren, and more of an """"""""outsider"""""""" than the congressional veterans on the stage. Klobuchar was also forceful — particularly in discussing the opioid crisis — blending moderation with family anecdotes that brought home her Minnesota roots. Still, both Midwesterners need Biden to weaken substantially and rather quickly, and the former vice president may be doing well enough to keep that from happening. But will Klobuchar and Buttigieg slow Warren's rise? Perhaps surprisingly, the moderates and Sanders share an interest in pointing out that Warren has not always been as enthusiastic about Medicare-for-all as she is now. She was careful in a New York Times interview earlier this year to endorse it, but she stressed the goal of """"""""moving us to a place where everybody is covered at the lowest possible cost"""""""" and stressed """"""""there are a lot of different ways to get there. Medicare-for-all  has a lot of different paths for how we get there."""""""" One can imagine her returning to this more circumspect position in a general election campaign, made easier by her choice to avoid issuing a comprehensive health-care proposal of her own.	3	0	0	0
2021-06-15	Wall Street Journal (Online)	Your Stolen Tax Records Are News; ProPublica soiled itself with the gimmicky use it made of personal tax data.	txt-opeds/2541022883.xml.txt	This is the information ProPublica laundered into the public domain—laundered is the right word here because, in this first installment at least, ProPublica didn't meet its own stated standard of bringing information to light sufficiently extraordinary to justify the privacy violation. ProPublica is free to make its own judgment but marched predictably and exploitably to the tune of its source, whom ProPublica said claimed to support the outfit's """"""""previous coverage of issues surrounding the IRS and tax enforcement."""""""" Realistically, was there a chance ProPublica would refuse the data? When it didn't, it had to find something in it to justify its meretricious scoop. That's the significance of the """"""""true tax rate"""""""" gimmick ProPublica came up with.	3	0	0	3
2019-02-01	The Washington Post (Online)	It’s time for the wealthy to watch out	txt-opeds/2174152580.xml.txt	On Thursday, Sen. Bernie Sanders (I-Vt.) unveiled his """"""""For the 99.8 Percent Act,"""""""" a plan that would restore the 77 percent tax on billionaires' estates and create several new, higher levies for lesser moguls. And Rep. Alexandria Ocasio-Cortez (D-N.Y.), of course, flung wide the doors of debate by floating the idea of a 70 percent marginal tax rate in a """"""""60 Minutes"""""""" interview The pushback has been predictable. Conservatives recoiled at Warren's tweet and its implied disapproval of capitalism's spoils. Murmurs of communism follow Sanders wherever he goes. Billionaire Howard Schultz, prepping for his own 2020 run, shrilly denounced Ocasio-Cortez's ideas as un-American.	1	0	2	1
2019-02-26	The Washington Post (Online)	Let’s fight for universal child care	txt-opeds/2186021370.xml.txt	Women especially suffer the consequences of this neglect, often sacrificing their careers and other opportunities to pick up the slack. Yet while it is fitting that universal child care would gain traction at a time when women are playing an increasingly vital role in the national debate, Warren's proposal would not only improve the lives of women or even parents. Its impact would also ripple outward, benefiting all Americans. In fact, Moody's Analytics chief economist Mark Zandi estimates that Warren's plan would generate twice as much growth per year over a decade as Trump's corporate tax cut at less than half the cost — and that's if the $1.5 trillion in tax cuts were paid for, which of course they were not. So, in addition to proposing good family policy, Warren is offering a boost to the economy that deserves to be covered and debated accordingly.	2	1	0	1
2019-12-26	Wall Street Journal (Online)	Elizabeth Warren Has a Plan, Oh My; She may not win the nomination, but her ideas show where the American left wants to go.	txt-opeds/2330674947.xml.txt	Give congressional staff """"""""competitive salaries."""""""" Recruit 10,000 people to """"""""a 21st Century Civilian Conservation Corps."""""""" End entry fees at national parks. Buy flood-prone houses """"""""for low-income homeowners at a value that will allow them to relocate."""""""" Plus much more. All of this adds up to such an expansion of government that the temptation is to dismiss it as fanciful. But Ms. Warren is a shrewd and disciplined politician who isn't supporting these ideas on an ideological whim. She believes they have enough political support to help her win the Democratic nomination and then the White House against a vulnerable Donald Trump.	11	0	0	0
2021-10-27	Wall Street Journal (Online)	The Incredible Shrinking Biden; In February, he told congressional Democrats, 'Go big.' They're smaller now.	txt-opeds/2586600135.xml.txt	No priority stood higher on the Biden """"""""go big"""""""" list than climate. It too has shrunk. The BBB's $150 billion clean electricity plank is out. Six progressive climate groups said Tuesday restoring those billions somewhere else is a litmus test of Mr. Biden's commitment to """"""""environmental justice."""""""" At this hour, the House Progressive Caucus is refusing to vote for Mr. Biden's infrastructure bill merely to meet Speaker Pelosi's Halloween deadline. Meanwhile, Mr. Biden was scheduled to depart Thursday for what was supposed be a triumphant appearance at the annual U.N. climate summit in chilly Scotland. Delaware Sen. Chris Coons wins this month's faint-praise award by telling Fox News , """"""""He's not going to show up empty-handed.""""""""	5	0	0	0
2020-03-12	Wall Street Journal (Online)	The IRS Proves the Left's Favorite Economists Wrong; New data contradict Saez and Zucman's celebrated claim that the rich pay lower rates than the poor.	txt-opeds/2376398368.xml.txt	The new IRS numbers now provide reason to doubt Messrs. Saez and Zucman's entire narrative of a regressive U.S. tax system designed to favor the rich at the expense of the poor. The IRS reports effective income-tax rates on the adjusted gross incomes of different groups of earners. That's the percentage of income that people actually pay to the government, as distinct from the statutory tax rate. According to the IRS, the top 0.01% of earners—those with incomes above $10 million—paid a 24.8% effective federal income-tax rate in 2018. This isn't very different from the 25.3% the group paid in 2017, and is higher than the average rate of 22.5% on the same group during the George W. Bush administration. As these rates only encompass federal income taxes, most filers can expect to add another 8% to 12% of income from other forms of taxation, placing their total burden well above the Saez-Zucman numbers.	3	0	0	3
2021-06-03	New York Times (Online)	Can the Rich Pay for a Better America?	txt-opeds/2536625588.xml.txt	Oh, and it’s likely that one way or another revenues would fall short of what the Biden administration is projecting, and that as a result deficits would be larger. Given that the U.S. government can borrow at negative real interest rates, however, this isn’t a big concern. So what is Biden doing wrong? Honestly, I can’t tell. I like to think that I know a fair bit of economics and can recognize the difference between real experts and hacks. But tax policy is really hard — partly because you’re trying to make rules that can withstand assaults from very well paid accountants — and there are seriously credible experts on both sides of the detailed tax debates. Some of my go-to tax experts are now in the administration!	6	0	0	2
2020-01-16	New York Times (Online)	Deval Patrick Says the Race Is Just Getting Started	txt-opeds/2339459723.xml.txt	MC: Before then —— MG: Sorry. Just on that point —— DP: Let me finish the story. DP: I stink at sound bites. I’m sorry. MG: That’s O.K. I just want to make sure you get to what you would do to address infrastructure problems like the Gateway Project, for example. [One of the country’s most urgently needed infrastructure projects is the Gateway Project, which includes regional rail upgrades, the construction of a new rail tunnel under the Hudson River and the refurbishment of an existing tunnel that carries over 800,000 passenger trips daily between New York and New Jersey. The editorial board called for its financing in “Build the Donald J. Trump Tunnel.”]	74	0	0	0
2020-01-15	New York Times (Online)	Amy Klobuchar on Plans vs. Pipe Dreams	txt-opeds/2339454372.xml.txt	And how I’ve done this is by going not just where it’s comfortable, but where it’s uncomfortable. We also had the highest voter turnout in the United States of America when I have led the ticket and flipped the statehouse every single time from Republican to Democrat because it is truly a purple state. I have done that because I view these races not as a personal victory for me, but a state and a national victory. And when you look at it that way, you bring people with you. You bring other electeds with you, and you bring voters with you.	3	0	0	0
2021-05-10	Los Angeles Times (Online)	Column: California is rolling in surplus cash. But legislators want to raise taxes anyway	txt-opeds/2524189439.xml.txt	And Newsom is leery of any major tax hike, especially when he’s fighting off a recall attempt and is up for reelection next year. “We’re proposing no tax increases, we’re balancing the budget,” he asserted in January. Newsom hasn’t said much about it since, but senior advisor Dee Dee Myers, who heads the governor’s Office of Business and Economic Development, recently tried to quash the notion. “The governor’s made clear he’s not going to raise taxes,” Myers told an economic summit sponsored by the Oakland Metropolitan Chamber of Commerce. “There will be no increase in income tax, no California wealth tax, not interested in raising corporate taxes or capital gains taxes.”	2	2	0	2
2020-02-21	Los Angeles Times (Online)	Opinion: Michael Bloomberg is finally having his moment with readers. Is that a blessing or a curse?	txt-opeds/2359791374.xml.txt	Consider this an update to a previous piece: Last November, about a week after media mogul Michael Bloomberg entered the Democratic primary, I noted that what set apart the reader reaction to the ex-Republican and former New York mayor’s campaign kickoff was that there wasn’t much of it. Did this suggest an expedited filing of the Bloomberg candidacy under “also-rans”? Perhaps not. Since then, Bloomberg’s billions have bought the candidate’s way first into our Facebook feeds, then into our political consciousness and finally onto the Democratic debate stage. Consequently, his presence on the L.A. Times’ letters page has increased, to the point that he was the most-mentioned Democratic candidate — which certainly does not mean most favored -- by our writers.	0	0	0	0
2019-12-09	The Washington Post (Online)	Trump’s anti-Semitic attacks on American Jews keep coming	txt-opeds/2322984152.xml.txt	It is hard to know where to begin, other than to point out that Trump's uber-doctrinaire approach to Israel is meant primarily for the ears of evangelical Christians who have doctrinal reasons for supporting Israel. As Yair Rosenberg explained in a column for The Post: So is Trump a philo-Semite or an anti-Semite? The answer is both. The principle that explains his seemingly contradictory outlook toward Jews is simple: Trump believes all the anti-Semitic stereotypes about Jews. But he sees those traits as admirable. To Trump, the belief that Jews are foreign interlopers who use their wealth to serve their own clannish interests is not a negative — as it is for traditional anti-Semites — but rather a positive. He wants Jews to be his attorneys and manage his money, so that he, too, can be rich. He wants them in his political corner, so that he, too, can be powerful. He wants to buy politicians, just like he thinks they do. As a man who has always stood solely for his own naked self-interest, Trump does not see the anti-Semitic conception of the self-interested Jew as a complaint, but rather a compliment.	2	0	0	0
2019-11-22	The Washington Post (Online)	What history tells us about winners of the Iowa caucuses	txt-opeds/2316956778.xml.txt	Molly Roberts: Pete Buttigieg, millennials' bane Catherine Rampell: Democrats already have a popular, progressive agenda. They just need to amplify it. Robert Griffin: Who's most electable? Don't trust polls that match Democratic candidates against Trump. Megan McArdle: What Cory Booker gets about a wealth tax that Elizabeth Warren doesn't Jonathan Capehart: Are we watching the liberation of Kamala Harris?	6	0	0	0
2020-04-22	Wall Street Journal (Online)	Mike Bloomberg, the $1 Billion Man; He spent a fortune, but all he got was this lousy campaign T-shirt.	txt-opeds/2393239150.xml.txt	This rhetoric looks even more whackadoodle in retrospect. Mr. Bloomberg is now $1 billion poorer, with nothing to show for it except some debate footage stored on his TiVo, and maybe a lousy Bloomberg 2020 T-shirt. (One can be yours for the low price of $15.99 on eBay.) By the way, where was the progressive outcry last month when Mr. Bloomberg said he would transfer $18 million in unspent campaign funds to the Democratic National Committee? That's 500 times the usual limit on what an individual donor can give to his national party's general account. There's no cap on the amount that a defunct candidate can wire to his party, but this typically isn't an issue, since most campaigns raise money in $2,800 increments, at most.	1	0	0	0
2019-10-17	The Washington Post (Online)	Perhaps Sanders and Warren are the ones being politically expedient	txt-opeds/2306390893.xml.txt	In other words, there is both an economic and a moral case for improving overall access to higher education, specifically among students on the margin of enrolling. But there is neither an economic nor a moral argument for making college free for everyone — including rich kids who can afford tuition and who are likely to go to college no matter what because they know it's worth the money. So if there isn't an economic or a moral argument for free college for the wealthy, you know what there is? An oft-cited political one: that maybe if rich people think they're personally benefiting more from the welfare state, they'll be less resistant to its expansion.	3	0	2	2
